iarai-playground
Warmup ... batch 50, workers 4
((5)-get_item) __getitem__ id (140361798698032) 149.63316917419434 ms
((5)-get_item) __getitem__ id (140361798698032) 146.27337455749512 ms
((5)-get_item) __getitem__ id (140361798698032) 139.3733024597168 ms
((5)-get_item) __getitem__ id (140361798698032) 172.29914665222168 ms
((5)-get_item) __getitem__ id (140361798698032) 161.88526153564453 ms
((5)-get_item) __getitem__ id (140361798698032) 148.9560604095459 ms
((5)-get_item) __getitem__ id (140361798698032) 154.64019775390625 ms
((5)-get_item) __getitem__ id (140361798698032) 137.59160041809082 ms
((5)-get_item) __getitem__ id (140361798698032) 143.63813400268555 ms
((5)-get_item) __getitem__ id (140361798698032) 146.10671997070312 ms
((5)-get_item) __getitem__ id (140361798698032) 138.3061408996582 ms
((5)-get_item) __getitem__ id (140361798698032) 151.34167671203613 ms
((5)-get_item) __getitem__ id (140361798698032) 145.85256576538086 ms
((5)-get_item) __getitem__ id (140361798698032) 146.79336547851562 ms
((5)-get_item) __getitem__ id (140361798698032) 146.3146209716797 ms
((5)-get_item) __getitem__ id (140361798698032) 153.15008163452148 ms
((5)-get_item) __getitem__ id (140361798698032) 140.23828506469727 ms
((5)-get_item) __getitem__ id (140361798698032) 172.39689826965332 ms
((4)-threadedmapdataset-fetcher) fetch id (140361798735616) 7542.551040649414 ms
((5)-get_item) __getitem__ id (140361798698032) 257.46965408325195 ms
((5)-get_item) __getitem__ id (140361798698032) 166.0630702972412 ms
((5)-get_item) __getitem__ id (140361798698032) 146.3475227355957 ms
((5)-get_item) __getitem__ id (140361798698032) 144.439697265625 ms
((5)-get_item) __getitem__ id (140361798698032) 148.94986152648926 ms
((5)-get_item) __getitem__ id (140361798698032) 121.5674877166748 ms
((5)-get_item) __getitem__ id (140361798698032) 153.19156646728516 ms
((5)-get_item) __getitem__ id (140361798698032) 175.9941577911377 ms
((5)-get_item) __getitem__ id (140361798698032) 141.75868034362793 ms
((5)-get_item) __getitem__ id (140361798698032) 133.3613395690918 ms
((5)-get_item) __getitem__ id (140361798698032) 141.18170738220215 ms
((5)-get_item) __getitem__ id (140361798698032) 153.64789962768555 ms
((5)-get_item) __getitem__ id (140361798698032) 196.3350772857666 ms
((5)-get_item) __getitem__ id (140361798698032) 151.75652503967285 ms
((5)-get_item) __getitem__ id (140361798698032) 149.62029457092285 ms
((5)-get_item) __getitem__ id (140361798698032) 153.52559089660645 ms
((5)-get_item) __getitem__ id (140361798698032) 184.16237831115723 ms
((5)-get_item) __getitem__ id (140361798698032) 151.03983879089355 ms
((5)-get_item) __getitem__ id (140361798698032) 126.84822082519531 ms
((5)-get_item) __getitem__ id (140361798698032) 163.38872909545898 ms
((5)-get_item) __getitem__ id (140361798698032) 154.67405319213867 ms
((5)-get_item) __getitem__ id (140361798698032) 126.6474723815918 ms
((5)-get_item) __getitem__ id (140361798698032) 141.85428619384766 ms
((5)-get_item) __getitem__ id (140361798698032) 138.26465606689453 ms
((5)-get_item) __getitem__ id (140361798698032) 136.09790802001953 ms
((5)-get_item) __getitem__ id (140361798698032) 145.60723304748535 ms
((5)-get_item) __getitem__ id (140361798698032) 144.57058906555176 ms
((5)-get_item) __getitem__ id (140361798698032) 142.56644248962402 ms
((5)-get_item) __getitem__ id (140361798698032) 147.20392227172852 ms
((5)-get_item) __getitem__ id (140361798698032) 156.59713745117188 ms
((5)-get_item) __getitem__ id (140361798698032) 145.76435089111328 ms
((5)-get_item) __getitem__ id (140361798698032) 144.0603733062744 ms
((5)-get_item) __getitem__ id (140361798698032) 158.64968299865723 ms
((5)-get_item) __getitem__ id (140361798698032) 140.72227478027344 ms
((5)-get_item) __getitem__ id (140361798698032) 153.22351455688477 ms
((5)-get_item) __getitem__ id (140361798698032) 140.5313014984131 ms
((5)-get_item) __getitem__ id (140361798698032) 118.87311935424805 ms
((5)-get_item) __getitem__ id (140361798698032) 151.8418788909912 ms
((5)-get_item) __getitem__ id (140361798698032) 148.7867832183838 ms
((5)-get_item) __getitem__ id (140361798698032) 142.50993728637695 ms
((5)-get_item) __getitem__ id (140361798698032) 120.91326713562012 ms
((5)-get_item) __getitem__ id (140361798698032) 135.45608520507812 ms
((5)-get_item) __getitem__ id (140361798698032) 143.3103084564209 ms
((5)-get_item) __getitem__ id (140361798698032) 168.0319309234619 ms
((5)-get_item) __getitem__ id (140361798698032) 134.94515419006348 ms
((5)-get_item) __getitem__ id (140361798698032) 159.1956615447998 ms
((5)-get_item) __getitem__ id (140361798698032) 145.2178955078125 ms
((5)-get_item) __getitem__ id (140361798698032) 144.26112174987793 ms
((5)-get_item) __getitem__ id (140361798698032) 152.41479873657227 ms
((5)-get_item) __getitem__ id (140361798698032) 160.48121452331543 ms
